asset_id,person,project,asset_layer,kind,local_path,derived_from,format_or_codec,width_px,height_px,duration_seconds,source_reported_dimensions_or_duration,source_page,source_media_url,derivation,rights_status,publish_status,notes,sha256
nw-cb0bc0a1f8d3,oliver,"Humu — Make Work Better, Holly",web-ready,Gallery still,assets/web-ready/images/oliver/humu-meet-holly/still-frame-35.webp,assets/source/oliver/humu-meet-holly/still-frame-35.png,webp,1240,698,,1240 × 698,https://oliverhamilton.com/project/humu-meet-holly/,https://oliverhamilton.com/wp-content/uploads/2025/01/Frame-35.png,normalized/extracted WebP derivative,owner-review;replace-with-approved-master,prototype-only,Public page asset; rights confirmation required.,951949c12d3ca1f976a8d874871d323d6a65f3e1bfcba8360d659d091262aad1
nw-479bde89ca18,oliver,"Humu — Make Work Better, Holly",web-ready,Gallery still,assets/web-ready/images/oliver/humu-meet-holly/still-frame-36.webp,assets/source/oliver/humu-meet-holly/still-frame-36.png,webp,1240,698,,1240 × 698,https://oliverhamilton.com/project/humu-meet-holly/,https://oliverhamilton.com/wp-content/uploads/2025/01/Frame-36.png,normalized/extracted WebP derivative,owner-review;replace-with-approved-master,prototype-only,Public page asset; rights confirmation required.,51ba64984efdadf49d51bbdda88aec7b794d97317185ecdc89b15fa3b81e9644
nw-9bb393748e32,oliver,"Humu — Make Work Better, Holly",web-ready,Gallery still,assets/web-ready/images/oliver/humu-meet-holly/still-frame-37.webp,assets/source/oliver/humu-meet-holly/still-frame-37.png,webp,1240,698,,1240 × 698,https://oliverhamilton.com/project/humu-meet-holly/,https://oliverhamilton.com/wp-content/uploads/2025/01/Frame-37.png,normalized/extracted WebP derivative,owner-review;replace-with-approved-master,prototype-only,Public page asset; rights confirmation required.,495ad16617c0ccebaa6eab8a8b2ee250b1b50fd51326423de69e4ae15d879527
nw-0d16fdf432e9,oliver,"Humu — Make Work Better, Holly",web-ready,Gallery still,assets/web-ready/images/oliver/humu-meet-holly/still-frame-38.webp,assets/source/oliver/humu-meet-holly/still-frame-38.png,webp,1240,698,,1240 × 698,https://oliverhamilton.com/project/humu-meet-holly/,https://oliverhamilton.com/wp-content/uploads/2025/01/Frame-38.png,normalized/extracted WebP derivative,owner-review;replace-with-approved-master,prototype-only,Public page asset; rights confirmation required.,a14247d6a9a731b481c52dbe6a6db83c70421f9c98b53699c8cf2b48327e437c
nw-30bc9fd2c967,oliver,Mercury — An Unexpected Life,web-ready,Featured still,assets/web-ready/images/oliver/mercury-helen-mayer/featured-frame-13.webp,assets/source/oliver/mercury-helen-mayer/featured-frame-13.webp,webp,1240,698,,1240 × 698,https://oliverhamilton.com/project/mercury-helen-mayer/,https://oliverhamilton.com/wp-content/uploads/2025/01/Frame-13.webp,normalized/extracted WebP derivative,owner-review;replace-with-approved-master,prototype-only,Public page asset; rights confirmation required.,357ededbb037687258eb860598e15bbe159f23ac1808a94e8e80d9b1ddc4e985
nw-40d210d2363a,oliver,Mercury — An Unexpected Life,web-ready,Gallery still,assets/web-ready/images/oliver/mercury-helen-mayer/still-frame-43.webp,assets/source/oliver/mercury-helen-mayer/still-frame-43.png,webp,1240,698,,1240 × 698,https://oliverhamilton.com/project/mercury-helen-mayer/,https://oliverhamilton.com/wp-content/uploads/2025/01/Frame-43.png,normalized/extracted WebP derivative,owner-review;replace-with-approved-master,prototype-only,Public page asset; rights confirmation required.,1ecc54a3ddacb08e4c6170994929a0ce616ce9e69892879dfaf464da054787d4
nw-db8e5704c2af,oliver,Mercury — An Unexpected Life,web-ready,Gallery still,assets/web-ready/images/oliver/mercury-helen-mayer/still-frame-44.webp,assets/source/oliver/mercury-helen-mayer/still-frame-44.png,webp,1240,698,,1240 × 698,https://oliverhamilton.com/project/mercury-helen-mayer/,https://oliverhamilton.com/wp-content/uploads/2025/01/Frame-44.png,normalized/extracted WebP derivative,owner-review;replace-with-approved-master,prototype-only,Public page asset; rights confirmation required.,9cc029ec16a9927ff2aa05cd2655fd85da88d7cf93a7575b2159980f52a2dcdb
nw-ed469a095682,oliver,Mercury — An Unexpected Life,web-ready,Gallery still,assets/web-ready/images/oliver/mercury-helen-mayer/still-frame-46.webp,assets/source/oliver/mercury-helen-mayer/still-frame-46.png,webp,1240,698,,1240 × 698,https://oliverhamilton.com/project/mercury-helen-mayer/,https://oliverhamilton.com/wp-content/uploads/2025/01/Frame-46.png,normalized/extracted WebP derivative,owner-review;replace-with-approved-master,prototype-only,Public page asset; rights confirmation required.,99ddae94f57b55b5ae49872690b013085ec06223cb7da2902401d8137d6eaabb
nw-a58a65f98cc2,oliver,Mercury — One of the Greats,web-ready,Featured still,assets/web-ready/images/oliver/mercury-josh-fabian/featured-frame-11.webp,assets/source/oliver/mercury-josh-fabian/featured-frame-11.webp,webp,1240,698,,1240 × 698,https://oliverhamilton.com/project/mercury-josh-fabian/,https://oliverhamilton.com/wp-content/uploads/2025/01/Frame-11.webp,normalized/extracted WebP derivative,owner-review;replace-with-approved-master,prototype-only,Public page asset; rights confirmation required.,968d508f7dc1b33ef72761824d2d3028e9787cd1bcb0810d7cdd92e716dfc4eb
nw-77190dd781e6,oliver,Mercury — One of the Greats,web-ready,Gallery still,assets/web-ready/images/oliver/mercury-josh-fabian/still-frame-47.webp,assets/source/oliver/mercury-josh-fabian/still-frame-47.png,webp,1240,698,,1240 × 698,https://oliverhamilton.com/project/mercury-josh-fabian/,https://oliverhamilton.com/wp-content/uploads/2025/01/Frame-47.png,normalized/extracted WebP derivative,owner-review;replace-with-approved-master,prototype-only,Public page asset; rights confirmation required.,968edd8e775efd7823f8f1a4388e1c024c9cf411e19746af49ec3a8560410fc2
nw-d65a82506638,oliver,Mercury — One of the Greats,web-ready,Gallery still,assets/web-ready/images/oliver/mercury-josh-fabian/still-frame-48.webp,assets/source/oliver/mercury-josh-fabian/still-frame-48.png,webp,1240,698,,1240 × 698,https://oliverhamilton.com/project/mercury-josh-fabian/,https://oliverhamilton.com/wp-content/uploads/2025/01/Frame-48.png,normalized/extracted WebP derivative,owner-review;replace-with-approved-master,prototype-only,Public page asset; rights confirmation required.,666f4f11d2cfef84b6b71f322d0b0dbe0e4acd884091702d7e1862eb98288564
nw-5fd8c45dc2fa,oliver,Mercury — One of the Greats,web-ready,Gallery still,assets/web-ready/images/oliver/mercury-josh-fabian/still-frame-49.webp,assets/source/oliver/mercury-josh-fabian/still-frame-49.png,webp,1240,698,,1240 × 698,https://oliverhamilton.com/project/mercury-josh-fabian/,https://oliverhamilton.com/wp-content/uploads/2025/01/Frame-49.png,normalized/extracted WebP derivative,owner-review;replace-with-approved-master,prototype-only,Public page asset; rights confirmation required.,1d140543d388a584e7d6594f29ad351fa8d918fa90062677c765a9f5f729ab10
nw-9da1a9f65d77,oliver,Mercury — One of the Greats,web-ready,Gallery still,assets/web-ready/images/oliver/mercury-josh-fabian/still-frame-50.webp,assets/source/oliver/mercury-josh-fabian/still-frame-50.png,webp,1240,698,,1240 × 698,https://oliverhamilton.com/project/mercury-josh-fabian/,https://oliverhamilton.com/wp-content/uploads/2025/01/Frame-50.png,normalized/extracted WebP derivative,owner-review;replace-with-approved-master,prototype-only,Public page asset; rights confirmation required.,3e0bbc84ace49f5f0275feef5c6aec1702f5cf91df750bce68b43e2bc9840c12
nw-0c556bb258a8,oliver,Mercury — One of the Greats,web-ready,Gallery still,assets/web-ready/images/oliver/mercury-josh-fabian/still-frame-51.webp,assets/source/oliver/mercury-josh-fabian/still-frame-51.png,webp,1240,698,,1240 × 698,https://oliverhamilton.com/project/mercury-josh-fabian/,https://oliverhamilton.com/wp-content/uploads/2025/01/Frame-51.png,normalized/extracted WebP derivative,owner-review;replace-with-approved-master,prototype-only,Public page asset; rights confirmation required.,13268d620f47a4ea72688c1c7f4b8c88c232b238d4f72466451cc3c3c8d0ce39
nw-c8b1501b1b1a,oliver,Mercury — One of the Greats,web-ready,Gallery still,assets/web-ready/images/oliver/mercury-josh-fabian/still-frame-52.webp,assets/source/oliver/mercury-josh-fabian/still-frame-52.png,webp,1240,698,,1240 × 698,https://oliverhamilton.com/project/mercury-josh-fabian/,https://oliverhamilton.com/wp-content/uploads/2025/01/Frame-52.png,normalized/extracted WebP derivative,owner-review;replace-with-approved-master,prototype-only,Public page asset; rights confirmation required.,86cad336d91cb4aff9abf72ac53e0bf4e014afae766a4b695fd5d1845ff22d8c
nw-af19a7149083,oliver,Olympics & Toyota — In Due Time,web-ready,Featured still,assets/web-ready/images/oliver/olympics-toyota-alex-massailas/featured-frame-6.webp,assets/source/oliver/olympics-toyota-alex-massailas/featured-frame-6.webp,webp,1240,698,,1240 × 698,https://oliverhamilton.com/project/olympics-toyota-alex-massailas/,https://oliverhamilton.com/wp-content/uploads/2025/01/Frame-6.webp,normalized/extracted WebP derivative,owner-review;replace-with-approved-master,prototype-only,Public page asset; rights confirmation required.,33dd962cfa1ab87f64d57680e419dfda854fd2067ac3df813232f0b01f0b3f44
nw-77c4c629c38e,oliver,Olympics & Toyota — In Due Time,web-ready,Gallery still,assets/web-ready/images/oliver/olympics-toyota-alex-massailas/still-frame-39.webp,assets/source/oliver/olympics-toyota-alex-massailas/still-frame-39.png,webp,1240,698,,1240 × 698,https://oliverhamilton.com/project/olympics-toyota-alex-massailas/,https://oliverhamilton.com/wp-content/uploads/2025/01/Frame-39.png,normalized/extracted WebP derivative,owner-review;replace-with-approved-master,prototype-only,Public page asset; rights confirmation required.,9511d5d1cfb56d1e7ce64c9808c1b4dbb4865b0a009aea855d87b593d5efaae7
nw-56ef96a94774,oliver,Olympics & Toyota — In Due Time,web-ready,Gallery still,assets/web-ready/images/oliver/olympics-toyota-alex-massailas/still-frame-40.webp,assets/source/oliver/olympics-toyota-alex-massailas/still-frame-40.png,webp,1240,698,,1240 × 698,https://oliverhamilton.com/project/olympics-toyota-alex-massailas/,https://oliverhamilton.com/wp-content/uploads/2025/01/Frame-40.png,normalized/extracted WebP derivative,owner-review;replace-with-approved-master,prototype-only,Public page asset; rights confirmation required.,ca8b6f37b294451403e8b0726177dabff105bd6ac7e5963b4bfbaa56c8064306
nw-f9345d465658,oliver,Olympics & Toyota — In Due Time,web-ready,Gallery still,assets/web-ready/images/oliver/olympics-toyota-alex-massailas/still-frame-41.webp,assets/source/oliver/olympics-toyota-alex-massailas/still-frame-41.png,webp,1240,698,,1240 × 698,https://oliverhamilton.com/project/olympics-toyota-alex-massailas/,https://oliverhamilton.com/wp-content/uploads/2025/01/Frame-41.png,normalized/extracted WebP derivative,owner-review;replace-with-approved-master,prototype-only,Public page asset; rights confirmation required.,2b8a8c66fd75651c1a076a21543bf87cbc9aaf9e4336221ae5240f18f93e2caf
nw-714db0d848b9,oliver,Olympics & Toyota — In Due Time,web-ready,Gallery still,assets/web-ready/images/oliver/olympics-toyota-alex-massailas/still-frame-42.webp,assets/source/oliver/olympics-toyota-alex-massailas/still-frame-42.png,webp,1240,698,,1240 × 698,https://oliverhamilton.com/project/olympics-toyota-alex-massailas/,https://oliverhamilton.com/wp-content/uploads/2025/01/Frame-42.png,normalized/extracted WebP derivative,owner-review;replace-with-approved-master,prototype-only,Public page asset; rights confirmation required.,9566b02b5867e42c92958be15a53c59ed2875a1cb077a89cd73fa1d8ebc12fde
nw-1a2b3a70e51e,oliver,Tour De France x Toyota,web-ready,Featured still,assets/web-ready/images/oliver/tour-de-france/featured-frame-5.webp,assets/source/oliver/tour-de-france/featured-frame-5.webp,webp,1240,698,,1240 × 698,https://oliverhamilton.com/project/tour-de-france/,https://oliverhamilton.com/wp-content/uploads/2025/01/Frame-5.webp,normalized/extracted WebP derivative,owner-review;replace-with-approved-master,prototype-only,Public page asset; rights confirmation required.,7e01aa0c9b0e6fd1d138e0683adeb99a9f6a6b8c75bd4aa925642ee819ab4ca6
nw-69007eca93a2,oliver,Tour De France x Toyota,web-ready,Alternate gallery still,assets/web-ready/images/oliver/tour-de-france/gallery-frame-5-1.webp,assets/source/oliver/tour-de-france/gallery-frame-5-1.webp,webp,1240,698,,1240 × 698,https://oliverhamilton.com/project/tour-de-france/,https://oliverhamilton.com/wp-content/uploads/2025/01/Frame-5_1_11zon.webp,normalized/extracted WebP derivative,owner-review;replace-with-approved-master,prototype-only,Public page asset; rights confirmation required.,eb72f64496a52b2f94110c6453968e3655420fddf108e2bf7596d6a7ec45979e
nw-efc46e606ca1,oliver,Tour De France x Toyota,web-ready,Gallery still,assets/web-ready/images/oliver/tour-de-france/still-frame-60.webp,assets/source/oliver/tour-de-france/still-frame-60.png,webp,1240,698,,1240 × 698,https://oliverhamilton.com/project/tour-de-france/,https://oliverhamilton.com/wp-content/uploads/2025/01/Frame-60.png,normalized/extracted WebP derivative,owner-review;replace-with-approved-master,prototype-only,Public page asset; rights confirmation required.,3dcddfe14d8da19611c2ab8eecb9bbffa81f2a96f7d2f3f106b87113bb9017e4
nw-b81566592e15,oliver,Tour De France x Toyota,web-ready,Gallery still,assets/web-ready/images/oliver/tour-de-france/still-frame-61.webp,assets/source/oliver/tour-de-france/still-frame-61.png,webp,1240,698,,1240 × 698,https://oliverhamilton.com/project/tour-de-france/,https://oliverhamilton.com/wp-content/uploads/2025/01/Frame-61.png,normalized/extracted WebP derivative,owner-review;replace-with-approved-master,prototype-only,Public page asset; rights confirmation required.,7fceedb8b1c885abfbcfc51b7e744fcaa142609ffb2525f087fe8dc724f87781
nw-55b2c6421bea,oliver,Tour De France x Toyota,web-ready,Gallery still,assets/web-ready/images/oliver/tour-de-france/still-frame-62.webp,assets/source/oliver/tour-de-france/still-frame-62.png,webp,1240,698,,1240 × 698,https://oliverhamilton.com/project/tour-de-france/,https://oliverhamilton.com/wp-content/uploads/2025/01/Frame-62.png,normalized/extracted WebP derivative,owner-review;replace-with-approved-master,prototype-only,Public page asset; rights confirmation required.,79d6ef311520d3a364ff5c1939dc34e89b42c3a3f59f35d90e5c8d6e4d8e006b
nw-c531936e3951,oliver,Tour De France x Toyota,web-ready,Gallery still,assets/web-ready/images/oliver/tour-de-france/still-frame-63.webp,assets/source/oliver/tour-de-france/still-frame-63.png,webp,1240,698,,1240 × 698,https://oliverhamilton.com/project/tour-de-france/,https://oliverhamilton.com/wp-content/uploads/2025/01/Frame-63.png,normalized/extracted WebP derivative,owner-review;replace-with-approved-master,prototype-only,Public page asset; rights confirmation required.,c954e9d2f314a3abb3ce7b0eac7ead7d8a6291dd3aaafc793d0ebfbb676e92bf
nw-e0e86c3e0b51,anjali,Adobe — What Whack Wears,web-ready,Gallery preview cut,assets/web-ready/video-previews/anjali/adobe-what-whack-wears-gallery-cut-08s.mp4,assets/source/anjali videos/what_whack_wears_case_study (1080p).mp4,h264,960,540,8.008000,,https://arao.squarespace.com/new-page-10/,https://vimeo.com/720040595,Silent short gallery cut from the supplied source film,owner-review,prototype-only,Supplied for this build; full project playback uses Vimeo and the local master stays outside public.,62c6cc38966a6f5bd62766c0694ba3e5679d586bec63746bd3c13dc18b978418
nw-76fc500997cb,anjali,Rakuten — Duet,web-ready,Gallery preview cut,assets/web-ready/video-previews/anjali/rakuten-duet-gallery-cut-08s.mp4,assets/source/anjali videos/rakuten__duet (1080p).mp4,h264,960,540,8.008000,,https://arao.squarespace.com/rakuten-produced/,https://vimeo.com/479336941,Silent short gallery cut from the supplied source film,owner-review,prototype-only,Supplied for this build; full project playback uses Vimeo and the local master stays outside public.,e69dbda282a16d8e1eb7bef42fcf82af77f33d0e217d52ec30ed85ec64533223
nw-56eb25249ef3,anjali,Stella Artois — Daydream,web-ready,Gallery preview cut,assets/web-ready/video-previews/anjali/stella-artois-daydream-gallery-cut-06s.mp4,assets/source/anjali videos/liev_schreiber_-_daydream_stella_artois (1080p).mp4,h264,960,540,6.006000,,https://arao.squarespace.com/stella-produced/,https://vimeo.com/439413250,Silent short gallery cut from the supplied source film,owner-review,prototype-only,Supplied for this build; full project playback uses Vimeo and the local master stays outside public.,58b4f6ab6648e9b293fab8fa639bfb5e1b278b61aae25989a54de102397dd17b
nw-dfe7caa8a58d,michael,Brava,web-ready,working MP4 extract,assets/web-ready/video-previews/michael/michael_brava_clip.mp4,assets/source/michael/michael_brava_clip.mp4,h264,960,960,6.000000,1080×1080; 6.0 s,https://newwork.agency/,https://images.squarespace-cdn.com/content/v1/62a2b5a7ed430f307ef60a37/a3cc085e-b26d-4d7f-aec1-100d7e344035/brava-gif.gif,web-ready copy,owner-review;replace-with-approved-master,prototype-only,Working web extract; request the original master for production.,b7f40b9cc11253196f2532e98ecd6ee479aedf7444112dbf9345b9f4e913e010
nw-1a608341e683,michael,Unnamed native portfolio video,web-ready,working MP4 extract,assets/web-ready/video-previews/michael/michael_native_portfolio_video_clip.mp4,assets/source/michael/michael_native_portfolio_video_clip.mp4,h264,640,360,8.008000,640×360; 8.008 s,https://newwork.agency/,https://video.squarespace-cdn.com/content/v1/62a2b5a7ed430f307ef60a37/559c4520-7336-431b-bd72-8ba8ab4c7c78/playlist.m3u8,web-ready copy,owner-review;replace-with-approved-master,prototype-only,Portfolio metadata gives an 88.5885 s source at 16:9 but supplies no title or client. Confirm the project before use.,9f241a86ae9ffb250df45bbd22fbf8f23bcbdbaa1b9bbec7e5d52fe9957a7ff9
nw-0620f011ea44,michael,Native — stop motion,web-ready,working MP4 extract,assets/web-ready/video-previews/michael/michael_native_stop_motion_clip.mp4,assets/source/michael/michael_native_stop_motion_clip.mp4,h264,960,960,6.000000,1080×1080; 6.0 s,https://newwork.agency/,https://images.squarespace-cdn.com/content/v1/62a2b5a7ed430f307ef60a37/acf7abef-3426-4f4e-b295-229bf6b016f8/NATIVE_Stop_Motion_02_Working_1920x1080.gif,web-ready copy,owner-review;replace-with-approved-master,prototype-only,Working web extract; request the original master for production.,d0aa07849223dad83832e6bea2fb8ade0e9c85cb5e9a33e046366b2836478c57
nw-aecceda922b6,michael,Specialized Globe,web-ready,working MP4 extract,assets/web-ready/video-previews/michael/michael_specialized_globe_clip.mp4,assets/source/michael/michael_specialized_globe_clip.mp4,h264,960,960,6.000000,1080×1080; 6.0 s,https://newwork.agency/,https://images.squarespace-cdn.com/content/v1/62a2b5a7ed430f307ef60a37/8527f002-8e20-4777-a59a-d4dae847d8c3/2022-9-25-SPECIALIZED-GLOBE0812.gif,web-ready copy,owner-review;replace-with-approved-master,prototype-only,Working web extract; request the original master for production.,9aae66497755fbf9939f6f8e62f546e174a60907729ca3c1793061cbc4e73e3d
nw-edacf9c30aee,oliver,"Humu — Make Work Better, Holly",web-ready,Gallery preview cut,assets/web-ready/video-previews/oliver/humu-meet-holly/gallery-cut-08s.mp4,assets/source/oliver videos/humu_vignette_#2 (1080p).mp4,h264,960,540,8.000000,,https://oliverhamilton.com/project/humu-meet-holly/,https://vimeo.com/790211466,Silent short gallery cut from the supplied source film,owner-review,prototype-only,Supplied for this build; confirm final web-use approval before production.,a9acb6b65999ead1131f90a316f001a19b146e2558ce120f791f6f9a9f9c2260
nw-29f02443529c,oliver,"Humu — Make Work Better, Holly",web-ready,Derived motion placeholder,assets/web-ready/video-previews/oliver/humu-meet-holly/motion-placeholder-08s.mp4,assets/source/oliver/humu-meet-holly/motion-placeholder-08s.mp4,h264,960,540,8.000000,960 × 540; 8.0 s; 30 fps; silent,https://oliverhamilton.com/project/humu-meet-holly/,https://vimeo.com/790211466,web-ready copy,owner-review;replace-with-approved-master,prototype-only;not-source-film,"Internal build placeholder, not a source-video extract. Replace before launch.",ef497f3e0782b8a91d7925b5bbe57cace600e6e18b1a5eb467fb47c2703af19d
nw-0331ab716189,oliver,Mercury — An Unexpected Life,web-ready,Gallery preview cut,assets/web-ready/video-previews/oliver/mercury-helen-mayer/gallery-cut-08s.mp4,assets/source/oliver videos/an_unexpected_life___helen_mayer (1080p).mp4,h264,960,540,8.000000,,https://oliverhamilton.com/project/mercury-helen-mayer/,https://vimeo.com/867257158,Silent short gallery cut from the supplied source film,owner-review,prototype-only,Supplied for this build; confirm final web-use approval before production.,b983efc1fa390ece5c46647b81d4c25f4f81e36b528ec1b58a4dc008213bedee
nw-0b02c0203556,oliver,Mercury — An Unexpected Life,web-ready,Derived motion placeholder,assets/web-ready/video-previews/oliver/mercury-helen-mayer/motion-placeholder-08s.mp4,assets/source/oliver/mercury-helen-mayer/motion-placeholder-08s.mp4,h264,960,540,8.000000,960 × 540; 8.0 s; 30 fps; silent,https://oliverhamilton.com/project/mercury-helen-mayer/,https://vimeo.com/867257158,web-ready copy,owner-review;replace-with-approved-master,prototype-only;not-source-film,"Internal build placeholder, not a source-video extract. Replace before launch.",63f24b6d5cc0d84a8d35eeadb2d48fbb2b2b576a3fcbdf7246cf505e7536d4f0
nw-6ee3a54df554,oliver,Mercury — One of the Greats,web-ready,Gallery preview cut,assets/web-ready/video-previews/oliver/mercury-josh-fabian/gallery-cut-08s.mp4,assets/source/oliver videos/one_of_the_greats___josh_fabian (1080p).mp4,h264,960,540,8.000000,,https://oliverhamilton.com/project/mercury-josh-fabian/,https://vimeo.com/867257700,Silent short gallery cut from the supplied source film,owner-review,prototype-only,Supplied for this build; confirm final web-use approval before production.,292f4a0886af8dccc95c84cdf9c38d61138dbcc82525b14b5abc14fab70bfff4
nw-1cee8d134665,oliver,Mercury — One of the Greats,web-ready,Derived motion placeholder,assets/web-ready/video-previews/oliver/mercury-josh-fabian/motion-placeholder-08s.mp4,assets/source/oliver/mercury-josh-fabian/motion-placeholder-08s.mp4,h264,960,540,8.000000,960 × 540; 8.0 s; 30 fps; silent,https://oliverhamilton.com/project/mercury-josh-fabian/,https://vimeo.com/867257700,web-ready copy,owner-review;replace-with-approved-master,prototype-only;not-source-film,"Internal build placeholder, not a source-video extract. Replace before launch.",cfb00bcf646e65ece85d7c70c06fa1abad9d53d3f611369738310755fc70feb7
nw-e6b5198de7bb,oliver,Olympics & Toyota — In Due Time,web-ready,Gallery preview cut,assets/web-ready/video-previews/oliver/olympics-toyota-alex-massailas/gallery-cut-08s.mp4,assets/source/oliver videos/in_due_time_-_toyota_x_olympics (1440p).mp4,h264,960,540,8.000000,,https://oliverhamilton.com/project/olympics-toyota-alex-massailas/,https://vimeo.com/477261846,Silent short gallery cut from the supplied source film,owner-review,prototype-only,Supplied for this build; confirm final web-use approval before production.,ce0196581d17254d2e7aca2521f0459be13bfa90cd750425be78353eda70258c
nw-f87716c0b8c8,oliver,Olympics & Toyota — In Due Time,web-ready,Derived motion placeholder,assets/web-ready/video-previews/oliver/olympics-toyota-alex-massailas/motion-placeholder-08s.mp4,assets/source/oliver/olympics-toyota-alex-massailas/motion-placeholder-08s.mp4,h264,960,540,8.000000,960 × 540; 8.0 s; 30 fps; silent,https://oliverhamilton.com/project/olympics-toyota-alex-massailas/,https://vimeo.com/477261846,web-ready copy,owner-review;replace-with-approved-master,prototype-only;not-source-film,"Internal build placeholder, not a source-video extract. Replace before launch.",08d2496f171302714a6ebb6916cbb36071841d0b90dd734c3d88e8aae512cb11
nw-7433c49ee87e,oliver,Tour De France x Toyota,web-ready,Gallery preview cut,assets/web-ready/video-previews/oliver/tour-de-france/gallery-cut-08s.mp4,assets/source/oliver videos/toyota_-_tour_de_france (1080p).mp4,h264,960,540,8.000000,,https://oliverhamilton.com/project/tour-de-france/,https://vimeo.com/758886121,Silent short gallery cut from the supplied source film,owner-review,prototype-only,Supplied for this build; confirm final web-use approval before production.,f51a8a077a4b6d609c3b823d667c9255bbdba48f7e1111c0b613b21788ec120d
nw-aeaf18296272,oliver,Tour De France x Toyota,web-ready,Derived motion placeholder,assets/web-ready/video-previews/oliver/tour-de-france/motion-placeholder-08s.mp4,assets/source/oliver/tour-de-france/motion-placeholder-08s.mp4,h264,960,540,8.000000,960 × 540; 8.0 s; 30 fps; silent,https://oliverhamilton.com/project/tour-de-france/,https://vimeo.com/758886121,web-ready copy,owner-review;replace-with-approved-master,prototype-only;not-source-film,"Internal build placeholder, not a source-video extract. Replace before launch.",1f7428caeb444b4a27ba4cf0c0644a83f6b41af0527a15fb3a4a0b8cf29b45c3
